ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength,Children_NonOverlappingWorms_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,358.69444444444446,1052.0740740740741,0,22
1,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1498.3439389118676,1099.7804645243398,0,23
1,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,222.806906614786,1187.259241245136,0,24
1,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,140.9908256880734,1097.1009174311926,0,25
1,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1300.9392523364486,1164.2943925233644,0,26
1,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1809.433637284701,1189.5393448159405,0,27
1,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,853.4048913043479,1266.435688405797,0,28
1,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1202.8597560975609,1198.2073170731708,0,29
1,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,752.9668960996395,1346.3903638151426,0,30
1,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1094.95079086116,1250.54920913884,0,31
1,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,988.2479793081151,1300.7377950210152,0,32
1,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1171.3070175438597,1273.970760233918,0,33
1,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1744.5086593970493,1261.1241180243746,0,34
1,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1119.7214285714285,1296.057142857143,0,35
1,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1418.377049180328,1304.3204172876303,0,36
1,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,851.7044585987261,1417.6691082802547,0,37
1,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1281.0570342205324,1323.3954372623575,0,38
1,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1132.889534883721,1324.2790697674418,0,39
1,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1345.132530120482,1353.879518072289,0,40
1,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1520.1809494451295,1390.04130702836,0,41
1,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,2,798.2380644117171,1559.8030425635216,0,42
1,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1749.1154173764905,1467.0187393526405,0,43
1,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1101.014184397163,1393.4822695035461,0,44
1,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1121.45625,1430.2375,0,45
1,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,2,1510.5201104781634,1488.6038322112895,0,46
1,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1193.319587628866,1399.340206185567,0,47
1,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1233.8468468468468,1410.963963963964,0,48
1,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1235.1,1433.9576923076922,0,49
1,50,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,987.806984720923,1558.8846273776114,0,50
1,51,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1450.9662921348315,1439.1460674157304,0,51
1,52,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1195.7272727272727,1440.8363636363636,0,52
1,53,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1312.8308823529412,1444.3382352941176,0,53
1,54,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1411.447731755424,1648.2363576594346,0,54
1,55,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1096.819383259912,1563.0088105726873,0,55
1,56,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1137.5252525252524,1619.29797979798,0,56
1,57,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1281.777368227055,1718.4681164762255,0,57
1,58,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,743.0467108899945,1661.6912658927583,0,58
1,59,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1453.5203366058906,1749.7260402057036,0,59
