Count_NonOverlappingWorms,Count_OverlappingWorms,Count_Welloutline,Count_WormObjects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ImageMath,ExecutionTime_06MaskImage,ExecutionTime_07MaskImage,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09CorrectIlluminationCalculate,ExecutionTime_10CorrectIlluminationApply,ExecutionTime_11IdentifyPrimaryObjects,ExecutionTime_12ConvertObjectsToImage,ExecutionTime_13UntangleWorms,ExecutionTime_14MeasureObjectSizeShape,ExecutionTime_15MeasureObjectIntensity,FileName_RawBF,ImageNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength
34.0,34.0,1.0,45.0,0.0,0.0,0.37999999999919964,0.0,0.09000000000014552,0.07999999999992724,0.1000000000003638,1.639999999999418,225.57999999999993,0.020000000000436557,2.530000000000655,0.010000000000218279,38.93000000000029,0.31999999999789,0.6400000000012369,20220407-dauerProtocol1-p002-m2X_F07_w1.TIF,67,dauerProtocol1,20220407,nan,0,m2X,p002,0,F07,nan
34.0,34.0,1.0,58.0,0.0,0.0,0.38000000000101863,0.0,0.09000000000014552,0.06000000000130967,0.09999999999854481,1.680000000000291,235.5500000000011,0.029999999998835847,2.469999999999345,0.020000000000436557,42.42999999999847,0.3900000000012369,0.8899999999994179,20220407-dauerProtocol1-p002-m2X_F08_w1.TIF,68,dauerProtocol1,20220407,nan,0,m2X,p002,0,F08,nan
36.0,36.0,1.0,40.0,0.0,0.0,0.37999999999919964,0.0,0.07999999999992724,0.07000000000152795,0.09999999999854481,1.7000000000007276,238.38999999999942,0.030000000000654836,2.639999999999418,0.010000000000218279,37.68000000000029,0.33000000000174623,0.6299999999973807,20220407-dauerProtocol1-p002-m2X_F09_w1.TIF,69,dauerProtocol1,20220407,nan,0,m2X,p002,0,F09,nan
45.0,45.0,1.0,76.0,0.0,0.0,0.5399999999990541,0.0,0.09000000000014552,0.07999999999992724,0.1000000000003638,1.7899999999990541,219.60000000000036,0.030000000000654836,2.6899999999986903,0.020000000000436557,54.67000000000189,0.5900000000001455,0.9600000000009459,20220407-dauerProtocol1-p002-m2X_F10_w1.TIF,70,dauerProtocol1,20220407,nan,0,m2X,p002,0,F10,nan
30.0,30.0,1.0,52.0,0.0,0.0,0.5200000000004366,0.0,0.07999999999992724,0.06999999999970896,0.08999999999832653,1.7100000000009459,226.54999999999927,0.030000000000654836,2.5900000000019645,0.00999999999839929,36.77000000000044,0.3899999999994179,0.7799999999988358,20220407-dauerProtocol1-p002-m2X_F11_w1.TIF,71,dauerProtocol1,20220407,nan,0,m2X,p002,0,F11,nan
53.0,53.0,1.0,74.0,0.0,0.0,0.4400000000005093,0.0,0.07999999999992724,0.05999999999949068,0.09999999999854481,1.6900000000005093,228.8199999999997,0.050000000001091394,2.5899999999983265,0.020000000000436557,57.780000000000655,0.5799999999999272,0.9399999999986903,20220407-dauerProtocol1-p002-m2X_F12_w1.TIF,72,dauerProtocol1,20220407,nan,0,m2X,p002,0,F12,nan
35.0,35.0,1.0,52.0,0.0,0.0,0.4599999999991269,0.0,0.08000000000174623,0.06999999999970896,0.11000000000058208,1.7599999999983993,229.02000000000044,0.029999999998835847,2.5900000000019645,0.019999999998617568,42.92000000000007,0.37000000000080036,0.6499999999996362,20220407-dauerProtocol1-p002-m2X_G01_w1.TIF,73,dauerProtocol1,20220407,nan,0,m2X,p002,0,G01,nan
30.0,30.0,1.0,60.0,0.0,0.0,0.5599999999994907,0.0,0.09000000000014552,0.06999999999970896,0.1000000000003638,1.7299999999995634,231.34000000000015,0.020000000000436557,2.499999999998181,0.020000000000436557,38.55000000000109,0.28000000000065484,0.6199999999971624,20220407-dauerProtocol1-p002-m2X_G02_w1.TIF,74,dauerProtocol1,20220407,nan,0,m2X,p002,0,G02,nan
27.0,27.0,1.0,50.0,0.0,0.0,0.5100000000002183,0.0,0.09000000000014552,0.08000000000174623,0.1000000000003638,1.8299999999981083,231.23999999999978,0.020000000000436557,2.4899999999997817,0.020000000000436557,32.69000000000051,0.32999999999992724,0.7799999999988358,20220407-dauerProtocol1-p002-m2X_G03_w1.TIF,75,dauerProtocol1,20220407,nan,0,m2X,p002,0,G03,nan
44.0,44.0,1.0,72.0,0.0,0.0,0.47000000000116415,0.0,0.07999999999992724,0.06999999999788997,0.1000000000003638,1.7000000000007276,231.63000000000102,0.029999999998835847,2.649999999999636,0.020000000000436557,46.409999999999854,0.5799999999981083,1.0300000000006548,20220407-dauerProtocol1-p002-m2X_G04_w1.TIF,76,dauerProtocol1,20220407,nan,0,m2X,p002,0,G04,nan
32.0,32.0,1.0,62.0,0.0,0.0,0.43000000000211,0.0,0.09000000000014552,0.06999999999788997,0.11000000000058208,1.7300000000013824,231.85999999999876,0.029999999998835847,2.530000000000655,0.010000000000218279,42.599999999998545,0.42000000000189175,0.8399999999983265,20220407-dauerProtocol1-p002-m2X_G05_w1.TIF,77,dauerProtocol1,20220407,nan,0,m2X,p002,0,G05,nan
43.0,43.0,1.0,59.0,0.0,0.0,0.3600000000005821,0.0,0.06999999999970896,0.05999999999949068,0.08999999999832653,1.5900000000019645,229.78999999999905,0.030000000000654836,2.499999999998181,0.010000000000218279,49.04000000000087,0.3999999999996362,0.6500000000014552,20220407-dauerProtocol1-p002-m2X_G06_w1.TIF,78,dauerProtocol1,20220407,nan,0,m2X,p002,0,G06,nan
24.0,24.0,1.0,57.0,0.0,0.0,0.4099999999998545,0.0,0.08000000000174623,0.05999999999949068,0.11000000000058208,1.679999999998472,231.14000000000124,0.029999999998835847,2.4800000000013824,0.010000000000218279,29.31999999999789,0.3100000000013097,0.7399999999979627,20220407-dauerProtocol1-p002-m2X_G07_w1.TIF,79,dauerProtocol1,20220407,nan,0,m2X,p002,0,G07,nan
36.0,36.0,1.0,52.0,0.0,0.0,0.3900000000012369,0.0,0.07999999999810825,0.06999999999970896,0.1000000000003638,1.7100000000009459,225.4399999999987,0.030000000000654836,2.5100000000002183,0.019999999998617568,45.01000000000022,0.43000000000029104,0.8299999999999272,20220407-dauerProtocol1-p002-m2X_G08_w1.TIF,80,dauerProtocol1,20220407,nan,0,m2X,p002,0,G08,nan
41.0,41.0,1.0,46.0,0.0,0.0,0.43000000000029104,0.0,0.07999999999992724,0.05999999999949068,0.1000000000003638,1.7299999999995634,228.5699999999997,0.030000000000654836,2.5599999999994907,0.020000000000436557,46.77000000000044,0.37999999999919964,0.6499999999996362,20220407-dauerProtocol1-p002-m2X_G09_w1.TIF,81,dauerProtocol1,20220407,nan,0,m2X,p002,0,G09,nan
15.0,15.0,1.0,18.0,0.0,0.0,0.3900000000012369,0.0,0.07999999999992724,0.05999999999949068,0.10999999999876309,1.6900000000005093,229.5,0.020000000000436557,2.389999999999418,0.010000000000218279,18.43000000000029,0.25,0.7299999999995634,20220407-dauerProtocol1-p002-m2X_G10_w1.TIF,82,dauerProtocol1,20220407,nan,0,m2X,p002,0,G10,nan
31.0,31.0,1.0,60.0,0.0,0.0,0.4000000000014552,0.0,0.07999999999992724,0.05999999999949068,0.10999999999876309,1.7400000000016007,229.58999999999833,0.020000000000436557,2.5800000000017462,0.010000000000218279,39.13999999999942,0.3999999999996362,0.7600000000002183,20220407-dauerProtocol1-p002-m2X_G11_w1.TIF,83,dauerProtocol1,20220407,nan,0,m2X,p002,0,G11,nan
28.0,28.0,1.0,64.0,0.0,0.0,0.5599999999994907,0.0,0.06999999999970896,0.05999999999949068,0.1000000000003638,1.7199999999993452,173.47000000000116,0.030000000000654836,2.2399999999997817,0.0,32.08999999999833,0.3099999999994907,0.6600000000016735,20220407-dauerProtocol1-p002-m2X_G12_w1.TIF,84,dauerProtocol1,20220407,nan,0,m2X,p002,0,G12,nan
