Count_NonOverlappingWorms,Count_OverlappingWorms,Count_Welloutline,Count_WormObjects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ImageMath,ExecutionTime_06MaskImage,ExecutionTime_07MaskImage,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09CorrectIlluminationCalculate,ExecutionTime_10CorrectIlluminationApply,ExecutionTime_11IdentifyPrimaryObjects,ExecutionTime_12ConvertObjectsToImage,ExecutionTime_13UntangleWorms,FileName_RawBF,ImageNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength
27.0,27.0,1.0,50.0,0.0,0.0,0.4000000000014552,0.0,0.06999999999970896,0.06999999999970896,0.1000000000003638,1.7200000000011642,201.8199999999997,0.029999999998835847,2.460000000000946,0.00999999999839929,31.079999999999927,20220407-dauerProtocol1-p002-m2X_G03_w1.TIF,75,dauerProtocol1,20220407,nan,0,m2X,p002,0,G03,nan
44.0,44.0,1.0,72.0,0.0,0.0,0.38000000000101863,0.0,0.07999999999810825,0.06999999999970896,0.1000000000003638,1.7400000000016007,195.5599999999995,0.029999999998835847,2.5100000000002183,0.00999999999839929,45.44000000000233,20220407-dauerProtocol1-p002-m2X_G04_w1.TIF,76,dauerProtocol1,20220407,nan,0,m2X,p002,0,G04,nan
32.0,32.0,1.0,62.0,0.0,0.0,0.3899999999994179,0.0,0.09000000000014552,0.06999999999970896,0.1000000000003638,1.7399999999997817,205.1899999999987,0.020000000000436557,2.4799999999995634,0.010000000000218279,41.219999999999345,20220407-dauerProtocol1-p002-m2X_G05_w1.TIF,77,dauerProtocol1,20220407,nan,0,m2X,p002,0,G05,nan
43.0,43.0,1.0,59.0,0.010000000000218279,0.0,0.3600000000005821,0.0,0.07999999999810825,0.07000000000152795,0.09000000000014552,1.75,202.8199999999997,0.019999999998617568,2.5100000000020373,0.00999999999839929,49.04000000000087,20220407-dauerProtocol1-p002-m2X_G06_w1.TIF,78,dauerProtocol1,20220407,nan,0,m2X,p002,0,G06,nan
24.0,24.0,1.0,57.0,0.0,0.0,0.42999999999847205,0.0,0.09000000000014552,0.06999999999970896,0.12000000000080036,1.68000000000211,201.9499999999989,0.030000000000654836,2.529999999998836,0.019999999998617568,29.270000000002256,20220407-dauerProtocol1-p002-m2X_G07_w1.TIF,79,dauerProtocol1,20220407,nan,0,m2X,p002,0,G07,nan
36.0,36.0,1.0,52.0,0.0,0.0,0.4000000000014552,0.0,0.06000000000130967,0.07999999999810825,0.09000000000014552,1.7600000000002183,207.11000000000058,0.030000000000654836,2.4899999999997817,0.010000000000218279,43.93999999999869,20220407-dauerProtocol1-p002-m2X_G08_w1.TIF,80,dauerProtocol1,20220407,nan,0,m2X,p002,0,G08,nan
41.0,41.0,1.0,46.0,0.0,0.0,0.37999999999919964,0.0,0.09000000000014552,0.06999999999970896,0.11000000000058208,1.7000000000007276,198.85999999999876,0.020000000000436557,2.0,0.020000000000436557,46.090000000000146,20220407-dauerProtocol1-p002-m2X_G09_w1.TIF,81,dauerProtocol1,20220407,nan,0,m2X,p002,0,G09,nan
15.0,15.0,1.0,18.0,0.0,0.0,0.42000000000007276,0.0,0.07000000000152795,0.07000000000152795,0.1000000000003638,1.749999999998181,192.02000000000044,0.020000000000436557,2.3800000000010186,0.010000000000218279,18.369999999997162,20220407-dauerProtocol1-p002-m2X_G10_w1.TIF,82,dauerProtocol1,20220407,nan,0,m2X,p002,0,G10,nan
31.0,31.0,1.0,60.0,0.0,0.0,0.4899999999997817,0.0,0.1000000000003638,0.06999999999788997,0.12000000000080036,1.7000000000007276,203.92000000000007,0.030000000000654836,2.430000000000291,0.010000000000218279,39.23999999999796,20220407-dauerProtocol1-p002-m2X_G11_w1.TIF,83,dauerProtocol1,20220407,nan,0,m2X,p002,0,G11,nan
28.0,28.0,1.0,64.0,0.0,0.0,0.36999999999898137,0.0,0.07999999999992724,0.07000000000152795,0.11000000000058208,1.7099999999991269,186.95000000000073,0.020000000000436557,2.029999999998836,0.010000000000218279,30.30999999999949,20220407-dauerProtocol1-p002-m2X_G12_w1.TIF,84,dauerProtocol1,20220407,nan,0,m2X,p002,0,G12,nan
